timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1514.3337394999999,1967,0.997245344938707,0.4580548012868161,0.7139061357098883,1514.338894-0 1514.328585-1,-11.01741553529156,-25.899190239163055,121.1398875841046,18.567277424603223,14.244559273480338,-25.085381639259438,-0.19174347728912175,-0.26565215399806086,0.9448086430559718,-40.33732723438685,15.199613550561155,-19.390895157848718,0.19660101015026554,-0.26940942569057186,0.9427441880791267
1514.3379395,1967,0.7116034650811446,0.459128335666525,0.71329551567169,1514.338894-0 1514.336985-1,-10.641943193030905,-25.42512431526768,119.26567616489535,18.567277424603223,14.244559273480338,-25.085381639259438,-0.19174347728912175,-0.26565215399806086,0.9448086430559718,-40.33732723438685,15.199613550561155,-19.390895157848718,0.20155704500941035,-0.269836038260775,0.9415748881861731
1514.3421395,1967,0.829622765105896,0.46141482354252245,0.7158408002412829,1514.338894-0 1514.345385-1,-9.86222762992517,-24.8257581240821,115.17043993011734,18.567277424603223,14.244559273480338,-25.085381639259438,-0.19174347728912175,-0.26565215399806086,0.9448086430559718,-40.33732723438685,15.199613550561155,-19.390895157848718,0.21223670953691542,-0.2763363054228374,0.9373333587524768
1514.3463394999999,1967,0.829622765105896,0.46681732351092037,0.7214126780501385,1514.347294-0 1514.345385-1,-9.129741280752455,-26.132500809872965,118.37339955824567,18.567277424603223,14.244559273480338,-25.085381639259438,-0.18291348761042264,-0.2708558965538805,0.9450818691267893,-40.33732723438685,15.199613550561155,-19.390895157848718,0.21223670953691542,-0.2763363054228374,0.9373333587524768
1514.3505395,1967,0.8605296814524812,0.4680172673294175,0.7219789115128454,1514.347294-0 1514.353785-1,-8.750751973518403,-25.739637229450878,116.32285732871827,18.567277424603223,14.244559273480338,-25.085381639259438,-0.18291348761042264,-0.2708558965538805,0.9450818691267893,-40.33732723438685,15.199613550561155,-19.390895157848718,0.21763979796521404,-0.2785382908723295,0.9354407190514975
1514.3547395,1967,0.8605296814524812,0.4705418830781339,0.7245081399907076,1514.355694-0 1514.353785-1,-8.395959268433653,-26.35300779351595,117.8322229093281,18.567277424603223,14.244559273480338,-25.085381639259438,-0.17875716021914295,-0.2731964213073381,0.945203466484995,-40.33732723438685,15.199613550561155,-19.390895157848718,0.21763979796521404,-0.2785382908723295,0.9354407190514975
1514.3589395,1967,0.9940535648234927,0.46839242017623056,0.718130473438884,1514.355694-0 1514.362185-1,-9.10176241206769,-26.553558366240942,122.0438230847196,18.567277424603223,14.244559273480338,-25.085381639259438,-0.17875716021914295,-0.2731964213073381,0.945203466484995,-40.33732723438685,15.199613550561155,-19.390895157848718,0.20765251972168447,-0.2666882357317455,0.9411470745720483
1514.3631395,1967,0.997913412696022,0.45667712144447326,0.7011669232421859,1514.364094-0 1514.362185-1,-10.685236006262496,-23.187234940997982,114.97819520361543,18.567277424603223,14.244559273480338,-25.085381639259438,-0.19787095725356577,-0.25510774379026563,0.9464497468612888,-40.33732723438685,15.199613550561155,-19.390895157848718,0.20765251972168447,-0.2666882357317455,0.9411470745720483
1514.370585,1968,0.36755284578680697,0.43726818399250733,0.6274502105106209,1514.370585-1,-14.36939768443181,-15.578225131048493,117.1516624908555,,,,,,,-40.33732723438685,15.199613550561155,-19.390895157848718,0.18241430383511809,-0.21620198891309425,0.9591567764168545
1514.372494,1968,0.3226738018166008,0.3732199313119863,0.6578830330934891,1514.372494-0,-47.74797154382393,-34.40869879972934,209.87341515945838,18.567277424603223,14.244559273480338,-25.085381639259438,-0.2663918577567913,-0.19544270745652498,0.9438418968359843,,,,,,
1514.378985,1968,0.41336070317095586,0.3749354454593673,0.5527581763284368,1514.378985-1,-26.78429491434904,-7.868864343740581,120.42912991311333,,,,,,,-40.33732723438685,15.199613550561155,-19.390895157848718,0.09520462348600417,-0.16204681730708667,0.9821796722939913
1514.3799395,1968,0.9921347679918452,0.4253520518221686,0.6024149771822727,1514.364094-0 1514.395785-1,-31.468975676131166,-24.519751492497086,222.7248528644257,18.567277424603223,14.244559273480338,-25.085381639259438,-0.19787095725356577,-0.25510774379026563,0.9464497468612888,-40.33732723438685,15.199613550561155,-19.390895157848718,0.0392554851265689,-0.056475951853683135,0.9976319330042008
1514.387385,1968,0.40349086816941865,0.3578642002250144,0.4722284279659512,1514.387385-1,-30.536526886576482,1.0948079843642624,121.9260448767928,,,,,,,-40.33732723438685,15.199613550561155,-19.390895157848718,0.0688466968085989,-0.09908060953176606,0.9926949003361297
1514.3883394999998,1968,0.9921347679918452,0.3604813392572971,0.49097129596686384,1514.380894-0 1514.395785-1,-34.25777777611816,-1.1658581492973354,139.2325379103225,18.567277424603223,14.244559273480338,-25.085381639259438,-0.3057151171603567,-0.1348020555640726,0.9425320540731388,-40.33732723438685,15.199613550561155,-19.390895157848718,0.0392554851265689,-0.056475951853683135,0.9976319330042008
1514.3925395,1968,0.9921347679918452,0.3309188221270456,0.43668372855685145,1514.389294-0 1514.395785-1,-34.98440957767794,5.0021445521955545,117.90061562453687,18.567277424603223,14.244559273480338,-25.085381639259438,-0.3504462091914383,-0.07794121059848502,0.9333341428201336,-40.33732723438685,15.199613550561155,-19.390895157848718,0.0392554851265689,-0.056475951853683135,0.9976319330042008
1514.3967395,1968,0.9921347679918452,0.3092987555700934,0.3884251353168354,1514.397694-0 1514.395785-1,-35.40390768977148,9.364589930936532,105.39885998064429,18.567277424603223,14.244559273480338,-25.085381639259438,-0.38176796622685133,-0.024730252680877016,0.9239272885705638,-40.33732723438685,15.199613550561155,-19.390895157848718,0.0392554851265689,-0.056475951853683135,0.9976319330042008
